"Reporter","Year","Period","Flow","Partner","Commodity","Trade Value (US$)"
"Brunei Darussalam","2024","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","6421.37012836807"
"Viet Nam","2020","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","2365427.99"
"Viet Nam","2021","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","3788222.811"
"Brunei Darussalam","2014","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","2016843.99696928"
"Brunei Darussalam","2014","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","278428.544275287"
"Brunei Darussalam","2021","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","6095.51325542629"
"Brunei Darussalam","2022","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","2210517.31113546"
"Indonesia","2006","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","9232408"
"Indonesia","2017","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","101407596"
"Brunei Darussalam","2007","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","820.529801324503"
"Indonesia","2009","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","63175293"
"Indonesia","2015","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","12503016.085"
"Indonesia","2012","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","118916865"
"Indonesia","2012","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","16113136"
"Indonesia","2008","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","69179273"
"Cambodia","2007","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","360366.83"
"Cambodia","2009","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","743915.450517949"
"Cambodia","2021","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","3161796.02"
"Cambodia","2006","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","393311.56"
"Myanmar","2004","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","6821330"
"Cambodia","2014","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","295174.900163158"
"Cambodia","2015","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","720586.01"
"Cambodia","2024","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","3603246.32"
"Myanmar","2016","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","2718977.54"
"Myanmar","2022","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","118296.7"
"Myanmar","2021","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","1571.43"
"Myanmar","2015","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","858543.44"
"Malaysia","2009","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","15036877.7513912"
"Malaysia","2010","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","12073526.3428456"
"Myanmar","2017","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","2611722.56"
"Myanmar","2024","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","33078.35"
"Malaysia","2011","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","18873047.1095342"
"Malaysia","2020","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","26010599.5479801"
"Malaysia","2020","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","14507571.1060098"
"Malaysia","2023","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","35832386.1255704"
"Philippines","2009","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","8710414"
"Malaysia","2025","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","78618478.8211266"
"Philippines","2008","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","9444186"
"Philippines","2006","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","7301819"
"Malaysia","2012","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","13664812.6293463"
"Philippines","2012","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","16209898"
"Philippines","2021","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","62327076"
"Philippines","2024","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","67324217"
"Singapore","2004","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","25678687.8068982"
"Philippines","2015","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","20875486.43"
"Singapore","2010","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","32777619.773035"
"Philippines","2017","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","25063735"
"Singapore","2009","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","49301141.2856652"
"Singapore","2024","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","34289336.6086966"
"Thailand","2005","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","16147784.62"
"Singapore","2018","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","40228214.0220189"
"Singapore","2004","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","37099739.6911791"
"Singapore","2021","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","12646960.1030847"
"Thailand","2011","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","52042642.7134524"
"Thailand","2018","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","43368711.2406293"
"Thailand","2015","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","11703424.58029"
"Thailand","2009","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","8298630"
"Thailand","2012","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","10215715.25206"
"Thailand","2013","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","59314956.08711"
"Viet Nam","2004","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","1480938.1623"
"Singapore","2016","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","51410020.3565853"
"Viet Nam","2012","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","18903631.7759"
"Viet Nam","2005","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","1211272.89"
"Viet Nam","2019","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","1902746.7"
"Viet Nam","2017","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","6381941.322"
"Indonesia","2019","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","91525562"
"Indonesia","2018","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","11008366.894"
"Indonesia","2021","Annually","Import"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","97627291"
"Indonesia","2021","Annually","Export"," WORLD [99]","[36] Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","8371133.75"
"Indonesia","2023","Annually","Import"," WORLD [99]","[50] Silk","2659196"
"Viet Nam","2022","Annually","Export"," WORLD [99]","[50] Silk","143235616.5899"
"Viet Nam","2023","Annually","Import"," WORLD [99]","[50] Silk","57379236.0069"
"Viet Nam","2020","Annually","Import"," WORLD [99]","[50] Silk","26539735.3397"
"Viet Nam","2019","Annually","Import"," WORLD [99]","[50] Silk","52320696.3148"
"Viet Nam","2018","Annually","Import"," WORLD [99]","[50] Silk","57831047.7352"
"Viet Nam","2008","Annually","Export"," WORLD [99]","[50] Silk","25951337.7"
"Viet Nam","2010","Annually","Import"," WORLD [99]","[50] Silk","66191556.1658"
